model,lr,lr_label,seed,dataset,epochs_trained,best_epoch,test_acc,test_f1_macro,base_test_acc,delta_vs_joint
cnn,0.001617,primary,7,AllGestureWiimoteX,10,10,0.3942857142857143,0.3321648768304807,0.1910714285714285,0.2032142857142858
cnn,0.001617,primary,7,AllGestureWiimoteY,6,1,0.1814285714285714,0.1106195496565488,0.1935714285714285,-0.012142857142857
cnn,0.001617,primary,7,AllGestureWiimoteZ,10,10,0.3857142857142857,0.3552769007435162,0.21625,0.1694642857142857
cnn,0.001617,primary,7,Car,8,3,0.3166666666666666,0.120253164556962,0.25,0.0666666666666666
cnn,0.001617,primary,7,ChlorineConcentration,10,10,0.42890625,0.4382218981115098,0.2523763020833333,0.1765299479166667
cnn,0.001617,primary,7,CinCECGTorso,6,1,0.2536231884057971,0.1011560693641618,0.2730978260869565,-0.0194746376811593
cnn,0.001617,primary,7,DodgerLoopDay,7,2,0.1375,0.0345368916797488,0.1671875,-0.0296874999999999
cnn,0.001617,primary,7,DodgerLoopGame,7,2,0.5362318840579711,0.3755656108597285,0.5253623188405797,0.0108695652173913
cnn,0.001617,primary,7,DodgerLoopWeekend,9,4,0.855072463768116,0.787037037037037,0.2608695652173913,0.5942028985507246
cnn,0.001617,primary,7,Earthquakes,10,8,0.5683453237410072,0.5391246684350133,0.6528776978417267,-0.0845323741007194
cnn,0.001617,primary,7,FordA,10,10,0.9462121212121212,0.9462120903421088,0.9327651515151516,0.0134469696969695
cnn,0.001617,primary,7,FordB,8,3,0.7950617283950617,0.7931435533894551,0.7816358024691358,0.0134259259259259
cnn,0.001617,primary,7,FreezerRegularTrain,6,1,0.7435087719298246,0.7410982524271845,0.5253070175438597,0.2182017543859649
cnn,0.001617,primary,7,FreezerSmallTrain,9,4,0.5,0.3333333333333333,0.5527631578947368,-0.0527631578947368
cnn,0.001617,primary,7,GesturePebbleZ1,7,2,0.2616279069767442,0.130121271714192,0.1962209302325581,0.0654069767441861
cnn,0.001617,primary,7,GesturePebbleZ2,6,1,0.1772151898734177,0.0620174450148157,0.2041139240506329,-0.0268987341772151
cnn,0.001617,primary,7,InsectWingbeatSound,6,1,0.1176767676767676,0.0600859695089039,0.1378787878787878,-0.0202020202020201
cnn,0.001617,primary,7,ItalyPowerDemand,7,2,0.5014577259475219,0.3339805825242718,0.7742954324586978,-0.2728377065111759
cnn,0.001617,primary,7,Lightning2,8,3,0.6065573770491803,0.5536585365853659,0.5389344262295082,0.0676229508196721
cnn,0.001617,primary,7,Lightning7,7,2,0.136986301369863,0.0882205513784461,0.2482876712328767,-0.1113013698630137
cnn,0.001617,primary,7,MoteStrain,8,3,0.8498402555910544,0.8438103024045314,0.4822284345047923,0.367611821086262
cnn,0.001617,primary,7,Phoneme,6,1,0.045886075949367,0.0081184765632024,0.0673786919831223,-0.0214926160337552
cnn,0.001617,primary,7,PickupGestureWiimoteZ,10,5,0.16,0.1200373482726423,0.1325,0.0274999999999999
cnn,0.001617,primary,7,Plane,7,2,0.2,0.0476190476190476,0.2273809523809523,-0.0273809523809522
cnn,0.001617,primary,7,ShakeGestureWiimoteZ,9,4,0.2,0.0966791979949874,0.185,0.015
cnn,0.001617,primary,7,SonyAIBORobotSurface1,8,3,0.9251247920133112,0.9246441179502756,0.8217554076539102,0.1033693843594009
cnn,0.001617,primary,7,SonyAIBORobotSurface2,10,10,0.8992654774396642,0.8963059681192536,0.5422350472193075,0.3570304302203567
cnn,0.001617,primary,7,StarLightCurves,10,10,0.7753763963088878,0.7698021038784115,0.4043224866440019,0.3710539096648859
cnn,0.001617,primary,7,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,7,Wafer,10,9,0.9954574951330304,0.988122137068358,0.8087280986372485,0.186729396495782
cnn,0.001617,primary,21,AllGestureWiimoteX,10,9,0.3785714285714285,0.3318481577266791,0.1910714285714285,0.1875
cnn,0.001617,primary,21,AllGestureWiimoteY,10,10,0.5357142857142857,0.5119402181636209,0.1935714285714285,0.3421428571428572
cnn,0.001617,primary,21,AllGestureWiimoteZ,10,10,0.4342857142857143,0.397469792441066,0.21625,0.2180357142857142
cnn,0.001617,primary,21,Car,7,2,0.4,0.2539868667917448,0.25,0.15
cnn,0.001617,primary,21,ChlorineConcentration,10,7,0.4419270833333333,0.4225211477146365,0.2523763020833333,0.18955078125
cnn,0.001617,primary,21,CinCECGTorso,9,4,0.2514492753623188,0.1568086886160718,0.2730978260869565,-0.0216485507246376
cnn,0.001617,primary,21,DodgerLoopDay,7,2,0.2875,0.1609290180718752,0.1671875,0.1203124999999999
cnn,0.001617,primary,21,DodgerLoopGame,7,2,0.5217391304347826,0.3428571428571428,0.5253623188405797,-0.0036231884057971
cnn,0.001617,primary,21,DodgerLoopWeekend,8,3,0.2608695652173913,0.2068965517241379,0.2608695652173913,0.0
cnn,0.001617,primary,21,Earthquakes,8,3,0.539568345323741,0.5341432760787599,0.6528776978417267,-0.1133093525179856
cnn,0.001617,primary,21,FordA,10,10,0.9386363636363636,0.9384583151783829,0.9327651515151516,0.0058712121212119
cnn,0.001617,primary,21,FordB,10,10,0.8098765432098766,0.8098023310421381,0.7816358024691358,0.0282407407407407
cnn,0.001617,primary,21,FreezerRegularTrain,6,1,0.6578947368421053,0.6371791753185478,0.5253070175438597,0.1325877192982456
cnn,0.001617,primary,21,FreezerSmallTrain,7,2,0.5,0.3333333333333333,0.5527631578947368,-0.0527631578947368
cnn,0.001617,primary,21,GesturePebbleZ1,6,1,0.2848837209302325,0.201122274713332,0.1962209302325581,0.0886627906976744
cnn,0.001617,primary,21,GesturePebbleZ2,7,2,0.360759493670886,0.283478590375142,0.2041139240506329,0.1566455696202531
cnn,0.001617,primary,21,InsectWingbeatSound,6,1,0.0919191919191919,0.0171468383415802,0.1378787878787878,-0.0459595959595958
cnn,0.001617,primary,21,ItalyPowerDemand,10,6,0.9504373177842566,0.9504365688380988,0.7742954324586978,0.1761418853255587
cnn,0.001617,primary,21,Lightning2,7,2,0.5409836065573771,0.351063829787234,0.5389344262295082,0.0020491803278689
cnn,0.001617,primary,21,Lightning7,7,2,0.1506849315068493,0.0738095238095238,0.2482876712328767,-0.0976027397260274
cnn,0.001617,primary,21,MoteStrain,10,5,0.6253993610223643,0.5296019559729835,0.4822284345047923,0.1431709265175719
cnn,0.001617,primary,21,Phoneme,6,1,0.0590717299578059,0.0068618517761791,0.0673786919831223,-0.0083069620253163
cnn,0.001617,primary,21,PickupGestureWiimoteZ,9,4,0.12,0.063003663003663,0.1325,-0.0125
cnn,0.001617,primary,21,Plane,7,2,0.5142857142857142,0.3931867727786095,0.2273809523809523,0.2869047619047619
cnn,0.001617,primary,21,ShakeGestureWiimoteZ,9,4,0.26,0.1943677375256322,0.185,0.075
cnn,0.001617,primary,21,SonyAIBORobotSurface1,8,3,0.9101497504159732,0.909214501510574,0.8217554076539102,0.0883943427620631
cnn,0.001617,primary,21,SonyAIBORobotSurface2,10,5,0.6411332633788038,0.4466301291715904,0.5422350472193075,0.0988982161594963
cnn,0.001617,primary,21,StarLightCurves,10,10,0.8676542010684798,0.8456224750411145,0.4043224866440019,0.4633317144244779
cnn,0.001617,primary,21,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,21,Wafer,10,10,0.9933484750162233,0.982595809851902,0.8087280986372485,0.1846203763789747
cnn,0.001617,primary,42,AllGestureWiimoteX,6,1,0.1457142857142857,0.0718313153506991,0.1910714285714285,-0.0453571428571427
cnn,0.001617,primary,42,AllGestureWiimoteY,10,10,0.4942857142857143,0.4719967241967121,0.1935714285714285,0.3007142857142857
cnn,0.001617,primary,42,AllGestureWiimoteZ,10,10,0.3771428571428571,0.3222534298220166,0.21625,0.1608928571428571
cnn,0.001617,primary,42,Car,7,2,0.2333333333333333,0.0945945945945946,0.25,-0.0166666666666666
cnn,0.001617,primary,42,ChlorineConcentration,10,8,0.5359375,0.477666834130626,0.2523763020833333,0.2835611979166667
cnn,0.001617,primary,42,CinCECGTorso,7,2,0.2536231884057971,0.1011560693641618,0.2730978260869565,-0.0194746376811593
cnn,0.001617,primary,42,DodgerLoopDay,6,1,0.15,0.0372670807453416,0.1671875,-0.0171874999999999
cnn,0.001617,primary,42,DodgerLoopGame,7,2,0.5362318840579711,0.3755656108597285,0.5253623188405797,0.0108695652173913
cnn,0.001617,primary,42,DodgerLoopWeekend,9,4,0.8985507246376812,0.8660194174757282,0.2608695652173913,0.6376811594202898
cnn,0.001617,primary,42,Earthquakes,10,9,0.5971223021582733,0.5663992869875223,0.6528776978417267,-0.0557553956834533
cnn,0.001617,primary,42,FordA,10,7,0.9409090909090908,0.940907869997314,0.9327651515151516,0.0081439393939393
cnn,0.001617,primary,42,FordB,7,2,0.7925925925925926,0.792439476766888,0.7816358024691358,0.0109567901234568
cnn,0.001617,primary,42,FreezerRegularTrain,6,1,0.4978947368421053,0.3501278519298256,0.5253070175438597,-0.0274122807017543
cnn,0.001617,primary,42,FreezerSmallTrain,6,1,0.5,0.3333333333333333,0.5527631578947368,-0.0527631578947368
cnn,0.001617,primary,42,GesturePebbleZ1,6,1,0.1860465116279069,0.1251717384314069,0.1962209302325581,-0.0101744186046511
cnn,0.001617,primary,42,GesturePebbleZ2,6,1,0.2658227848101265,0.1420452822619206,0.2041139240506329,0.0617088607594936
cnn,0.001617,primary,42,InsectWingbeatSound,6,1,0.1186868686868686,0.0494806396369528,0.1378787878787878,-0.0191919191919191
cnn,0.001617,primary,42,ItalyPowerDemand,7,2,0.5063168124392614,0.3447174447174447,0.7742954324586978,-0.2679786200194364
cnn,0.001617,primary,42,Lightning2,7,2,0.5737704918032787,0.553490990990991,0.5389344262295082,0.0348360655737705
cnn,0.001617,primary,42,Lightning7,7,2,0.1917808219178082,0.103583916083916,0.2482876712328767,-0.0565068493150685
cnn,0.001617,primary,42,MoteStrain,9,4,0.854632587859425,0.852219074598678,0.4822284345047923,0.3724041533546326
cnn,0.001617,primary,42,Phoneme,7,2,0.0817510548523206,0.0081909566032989,0.0673786919831223,0.0143723628691983
cnn,0.001617,primary,42,PickupGestureWiimoteZ,10,5,0.34,0.2742518783898094,0.1325,0.2075
cnn,0.001617,primary,42,Plane,7,2,0.2761904761904762,0.1771428571428571,0.2273809523809523,0.0488095238095239
cnn,0.001617,primary,42,ShakeGestureWiimoteZ,9,4,0.14,0.0654545454545454,0.185,-0.0449999999999999
cnn,0.001617,primary,42,SonyAIBORobotSurface1,9,4,0.4292845257903494,0.3003492433061699,0.8217554076539102,-0.3924708818635607
cnn,0.001617,primary,42,SonyAIBORobotSurface2,10,5,0.7943336831059811,0.7456313323891492,0.5422350472193075,0.2520986358866736
cnn,0.001617,primary,42,StarLightCurves,10,8,0.9326129188926664,0.9121782843263944,0.4043224866440019,0.5282904322486646
cnn,0.001617,primary,42,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,42,Wafer,10,10,0.9758273848150552,0.942151911163834,0.8087280986372485,0.1670992861778066
cnn,0.001617,primary,63,AllGestureWiimoteX,10,9,0.3757142857142857,0.3269113852441682,0.1910714285714285,0.1846428571428572
cnn,0.001617,primary,63,AllGestureWiimoteY,10,10,0.5157142857142857,0.4908484580919113,0.1935714285714285,0.3221428571428572
cnn,0.001617,primary,63,AllGestureWiimoteZ,6,1,0.1757142857142857,0.1120161387419136,0.21625,-0.0405357142857142
cnn,0.001617,primary,63,Car,6,1,0.3166666666666666,0.120253164556962,0.25,0.0666666666666666
cnn,0.001617,primary,63,ChlorineConcentration,10,10,0.4736979166666666,0.4831720807805186,0.2523763020833333,0.2213216145833333
cnn,0.001617,primary,63,CinCECGTorso,6,1,0.2615942028985507,0.1173711413197394,0.2730978260869565,-0.0115036231884057
cnn,0.001617,primary,63,DodgerLoopDay,7,2,0.2875,0.1607142857142857,0.1671875,0.1203124999999999
cnn,0.001617,primary,63,DodgerLoopGame,9,4,0.644927536231884,0.6260576231819941,0.5253623188405797,0.1195652173913043
cnn,0.001617,primary,63,DodgerLoopWeekend,9,4,0.8478260869565217,0.8237547892720306,0.2608695652173913,0.5869565217391304
cnn,0.001617,primary,63,Earthquakes,10,8,0.4892086330935252,0.4882551205600207,0.6528776978417267,-0.1636690647482014
cnn,0.001617,primary,63,FordA,10,6,0.943939393939394,0.94391415788555,0.9327651515151516,0.0111742424242423
cnn,0.001617,primary,63,FordB,10,8,0.8271604938271605,0.8270328973057399,0.7816358024691358,0.0455246913580247
cnn,0.001617,primary,63,FreezerRegularTrain,6,1,0.6796491228070175,0.6665438549839651,0.5253070175438597,0.1543421052631578
cnn,0.001617,primary,63,FreezerSmallTrain,9,4,0.4989473684210526,0.3328651685393258,0.5527631578947368,-0.0538157894736842
cnn,0.001617,primary,63,GesturePebbleZ1,6,1,0.2558139534883721,0.1973964954657174,0.1962209302325581,0.059593023255814
cnn,0.001617,primary,63,GesturePebbleZ2,6,1,0.1835443037974683,0.1295231729055258,0.2041139240506329,-0.0205696202531645
cnn,0.001617,primary,63,InsectWingbeatSound,6,1,0.105050505050505,0.035731958154407,0.1378787878787878,-0.0328282828282827
cnn,0.001617,primary,63,ItalyPowerDemand,9,4,0.5830903790087464,0.496855926552803,0.7742954324586978,-0.1912050534499514
cnn,0.001617,primary,63,Lightning2,8,3,0.5901639344262295,0.480762683009874,0.5389344262295082,0.0512295081967213
cnn,0.001617,primary,63,Lightning7,7,2,0.2191780821917808,0.1547730891195936,0.2482876712328767,-0.0291095890410958
cnn,0.001617,primary,63,MoteStrain,10,5,0.7404153354632588,0.7094034307392465,0.4822284345047923,0.2581869009584664
cnn,0.001617,primary,63,Phoneme,7,2,0.0548523206751054,0.0062392219450779,0.0673786919831223,-0.0125263713080168
cnn,0.001617,primary,63,PickupGestureWiimoteZ,10,7,0.16,0.131297852474323,0.1325,0.0274999999999999
cnn,0.001617,primary,63,Plane,7,2,0.4761904761904761,0.3763151741875146,0.2273809523809523,0.2488095238095238
cnn,0.001617,primary,63,ShakeGestureWiimoteZ,9,4,0.16,0.0877948717948718,0.185,-0.0249999999999999
cnn,0.001617,primary,63,SonyAIBORobotSurface1,10,5,0.6938435940099834,0.6853044963005122,0.8217554076539102,-0.1279118136439267
cnn,0.001617,primary,63,SonyAIBORobotSurface2,9,4,0.3830010493179433,0.2769347496206373,0.5422350472193075,-0.1592339979013641
cnn,0.001617,primary,63,StarLightCurves,10,7,0.8967945604662457,0.8666660205028007,0.4043224866440019,0.4924720738222438
cnn,0.001617,primary,63,Trace,7,2,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,63,Wafer,10,6,0.9914016872160936,0.9780277857458244,0.8087280986372485,0.1826735885788449
cnn,0.001617,primary,84,AllGestureWiimoteX,10,10,0.4528571428571428,0.4249262204088915,0.1910714285714285,0.2617857142857143
cnn,0.001617,primary,84,AllGestureWiimoteY,10,10,0.4542857142857143,0.4291553651227372,0.1935714285714285,0.2607142857142858
cnn,0.001617,primary,84,AllGestureWiimoteZ,10,10,0.3942857142857143,0.3716308424662402,0.21625,0.1780357142857143
cnn,0.001617,primary,84,Car,6,1,0.3166666666666666,0.120253164556962,0.25,0.0666666666666666
cnn,0.001617,primary,84,ChlorineConcentration,10,9,0.534375,0.4470466590554089,0.2523763020833333,0.2819986979166667
cnn,0.001617,primary,84,CinCECGTorso,8,3,0.3144927536231884,0.2488042626203862,0.2730978260869565,0.0413949275362319
cnn,0.001617,primary,84,DodgerLoopDay,6,1,0.15,0.038095238095238,0.1671875,-0.0171874999999999
cnn,0.001617,primary,84,DodgerLoopGame,8,3,0.6811594202898551,0.6768149882903982,0.5253623188405797,0.1557971014492754
cnn,0.001617,primary,84,DodgerLoopWeekend,10,5,0.8478260869565217,0.7790316431566908,0.2608695652173913,0.5869565217391304
cnn,0.001617,primary,84,Earthquakes,9,4,0.4964028776978417,0.4942827442827442,0.6528776978417267,-0.1564748201438849
cnn,0.001617,primary,84,FordA,10,9,0.9477272727272728,0.9476079292189336,0.9327651515151516,0.0149621212121211
cnn,0.001617,primary,84,FordB,10,8,0.8160493827160494,0.8158739845150463,0.7816358024691358,0.0344135802469136
cnn,0.001617,primary,84,FreezerRegularTrain,10,7,0.7487719298245614,0.7484369460151554,0.5253070175438597,0.2234649122807017
cnn,0.001617,primary,84,FreezerSmallTrain,8,3,0.5,0.3333333333333333,0.5527631578947368,-0.0527631578947368
cnn,0.001617,primary,84,GesturePebbleZ1,6,1,0.2151162790697674,0.1406872431085085,0.1962209302325581,0.0188953488372093
cnn,0.001617,primary,84,GesturePebbleZ2,7,2,0.430379746835443,0.3384200056834328,0.2041139240506329,0.2262658227848101
cnn,0.001617,primary,84,InsectWingbeatSound,6,1,0.0919191919191919,0.01725079526603,0.1378787878787878,-0.0459595959595958
cnn,0.001617,primary,84,ItalyPowerDemand,10,6,0.8551992225461613,0.8519691775035554,0.7742954324586978,0.0809037900874635
cnn,0.001617,primary,84,Lightning2,7,2,0.6721311475409836,0.6720430107526881,0.5389344262295082,0.1331967213114754
cnn,0.001617,primary,84,Lightning7,8,3,0.2465753424657534,0.1616780045351473,0.2482876712328767,-0.0017123287671232
cnn,0.001617,primary,84,MoteStrain,10,8,0.731629392971246,0.6961165048543689,0.4822284345047923,0.2494009584664536
cnn,0.001617,primary,84,Phoneme,7,2,0.0363924050632911,0.0030878276811858,0.0673786919831223,-0.0309862869198311
cnn,0.001617,primary,84,PickupGestureWiimoteZ,9,4,0.14,0.0933333333333333,0.1325,0.0075
cnn,0.001617,primary,84,Plane,7,2,0.2,0.0512820512820512,0.2273809523809523,-0.0273809523809522
cnn,0.001617,primary,84,ShakeGestureWiimoteZ,10,5,0.2,0.1133100233100233,0.185,0.015
cnn,0.001617,primary,84,SonyAIBORobotSurface1,10,5,0.4825291181364393,0.397304312777106,0.8217554076539102,-0.3392262895174709
cnn,0.001617,primary,84,SonyAIBORobotSurface2,10,10,0.8929695697796433,0.8855268736162796,0.5422350472193075,0.3507345225603357
cnn,0.001617,primary,84,StarLightCurves,10,8,0.945726080621661,0.9241360420482088,0.4043224866440019,0.5414035939776591
cnn,0.001617,primary,84,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,84,Wafer,10,9,0.9907527579493836,0.976121956704481,0.8087280986372485,0.182024659312135
cnn,0.001617,primary,105,AllGestureWiimoteX,6,1,0.1814285714285714,0.1359473113029927,0.1910714285714285,-0.009642857142857
cnn,0.001617,primary,105,AllGestureWiimoteY,10,10,0.4814285714285714,0.4712171702616379,0.1935714285714285,0.2878571428571429
cnn,0.001617,primary,105,AllGestureWiimoteZ,10,10,0.4057142857142857,0.3387451791227739,0.21625,0.1894642857142857
cnn,0.001617,primary,105,Car,7,2,0.3166666666666666,0.120253164556962,0.25,0.0666666666666666
cnn,0.001617,primary,105,ChlorineConcentration,10,8,0.4890625,0.3721201563390421,0.2523763020833333,0.2366861979166667
cnn,0.001617,primary,105,CinCECGTorso,6,1,0.2992753623188405,0.201348068303989,0.2730978260869565,0.026177536231884
cnn,0.001617,primary,105,DodgerLoopDay,7,2,0.15,0.0376766091051805,0.1671875,-0.0171874999999999
cnn,0.001617,primary,105,DodgerLoopGame,8,3,0.4782608695652174,0.3235294117647059,0.5253623188405797,-0.0471014492753623
cnn,0.001617,primary,105,DodgerLoopWeekend,9,4,0.8478260869565217,0.7790316431566908,0.2608695652173913,0.5869565217391304
cnn,0.001617,primary,105,Earthquakes,9,4,0.60431654676259,0.575866851595007,0.6528776978417267,-0.0485611510791367
cnn,0.001617,primary,105,FordA,10,8,0.9484848484848484,0.9484047787659452,0.9327651515151516,0.0157196969696968
cnn,0.001617,primary,105,FordB,10,8,0.7790123456790123,0.7757970962948302,0.7816358024691358,-0.0026234567901234
cnn,0.001617,primary,105,FreezerRegularTrain,9,4,0.7575438596491229,0.7564955237884097,0.5253070175438597,0.2322368421052631
cnn,0.001617,primary,105,FreezerSmallTrain,9,4,0.7628070175438596,0.7625375865062778,0.5527631578947368,0.2100438596491227
cnn,0.001617,primary,105,GesturePebbleZ1,10,10,0.2441860465116279,0.2219913424214499,0.1962209302325581,0.0479651162790698
cnn,0.001617,primary,105,GesturePebbleZ2,7,2,0.2531645569620253,0.1558364992261151,0.2041139240506329,0.0490506329113924
cnn,0.001617,primary,105,InsectWingbeatSound,6,1,0.0909090909090909,0.0151515151515151,0.1378787878787878,-0.0469696969696968
cnn,0.001617,primary,105,ItalyPowerDemand,10,5,0.8134110787172012,0.8125185044600494,0.7742954324586978,0.0391156462585033
cnn,0.001617,primary,105,Lightning2,10,5,0.5245901639344263,0.419047619047619,0.5389344262295082,-0.0143442622950819
cnn,0.001617,primary,105,Lightning7,7,2,0.0958904109589041,0.0249999999999999,0.2482876712328767,-0.1523972602739726
cnn,0.001617,primary,105,MoteStrain,10,5,0.5559105431309904,0.4906994439566872,0.4822284345047923,0.0736821086261981
cnn,0.001617,primary,105,Phoneme,6,1,0.0917721518987341,0.015218096593374,0.0673786919831223,0.0243934599156118
cnn,0.001617,primary,105,PickupGestureWiimoteZ,9,4,0.16,0.1055806938159879,0.1325,0.0274999999999999
cnn,0.001617,primary,105,Plane,7,2,0.3142857142857143,0.1868131868131868,0.2273809523809523,0.0869047619047619
cnn,0.001617,primary,105,ShakeGestureWiimoteZ,9,4,0.2,0.1634782608695652,0.185,0.015
cnn,0.001617,primary,105,SonyAIBORobotSurface1,9,4,0.4475873544093178,0.3353187293465515,0.8217554076539102,-0.3741680532445924
cnn,0.001617,primary,105,SonyAIBORobotSurface2,10,9,0.8593913955928646,0.8494406873980174,0.5422350472193075,0.3171563483735571
cnn,0.001617,primary,105,StarLightCurves,10,7,0.8874453618261292,0.8658847038888758,0.4043224866440019,0.4831228751821273
cnn,0.001617,primary,105,Trace,7,2,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,105,Wafer,10,10,0.994970798182998,0.9869278765406608,0.8087280986372485,0.1862426995457495
cnn,0.001617,primary,126,AllGestureWiimoteX,10,10,0.4114285714285714,0.377793746017002,0.1910714285714285,0.2203571428571429
cnn,0.001617,primary,126,AllGestureWiimoteY,10,10,0.4685714285714286,0.4267075778198139,0.1935714285714285,0.2750000000000001
cnn,0.001617,primary,126,AllGestureWiimoteZ,10,10,0.3771428571428571,0.3122272937183579,0.21625,0.1608928571428571
cnn,0.001617,primary,126,Car,7,2,0.35,0.1964285714285714,0.25,0.0999999999999999
cnn,0.001617,primary,126,ChlorineConcentration,10,7,0.3760416666666666,0.3689577294646639,0.2523763020833333,0.1236653645833333
cnn,0.001617,primary,126,CinCECGTorso,9,4,0.2478260869565217,0.0993031358885017,0.2730978260869565,-0.0252717391304347
cnn,0.001617,primary,126,DodgerLoopDay,7,2,0.2625,0.1507064364207221,0.1671875,0.0953125
cnn,0.001617,primary,126,DodgerLoopGame,8,3,0.5217391304347826,0.5041376306620209,0.5253623188405797,-0.0036231884057971
cnn,0.001617,primary,126,DodgerLoopWeekend,10,5,0.5652173913043478,0.5629222972972974,0.2608695652173913,0.3043478260869565
cnn,0.001617,primary,126,Earthquakes,6,1,0.7122302158273381,0.4159663865546218,0.6528776978417267,0.0593525179856114
cnn,0.001617,primary,126,FordA,10,5,0.943939393939394,0.9439064280201404,0.9327651515151516,0.0111742424242423
cnn,0.001617,primary,126,FordB,10,5,0.8049382716049382,0.8048418972332017,0.7816358024691358,0.0233024691358024
cnn,0.001617,primary,126,FreezerRegularTrain,6,1,0.5,0.3333333333333333,0.5253070175438597,-0.0253070175438596
cnn,0.001617,primary,126,FreezerSmallTrain,7,2,0.5,0.3333333333333333,0.5527631578947368,-0.0527631578947368
cnn,0.001617,primary,126,GesturePebbleZ1,6,1,0.2209302325581395,0.1037884289518276,0.1962209302325581,0.0247093023255814
cnn,0.001617,primary,126,GesturePebbleZ2,6,1,0.1962025316455696,0.0852355072463768,0.2041139240506329,-0.0079113924050632
cnn,0.001617,primary,126,InsectWingbeatSound,6,1,0.0909090909090909,0.0151515151515151,0.1378787878787878,-0.0469696969696968
cnn,0.001617,primary,126,ItalyPowerDemand,7,2,0.5364431486880467,0.4075220806309683,0.7742954324586978,-0.2378522837706511
cnn,0.001617,primary,126,Lightning2,8,3,0.5573770491803278,0.5246753246753246,0.5389344262295082,0.0184426229508196
cnn,0.001617,primary,126,Lightning7,6,1,0.1780821917808219,0.1341698841698841,0.2482876712328767,-0.0702054794520548
cnn,0.001617,primary,126,MoteStrain,9,4,0.805111821086262,0.7923833291196707,0.4822284345047923,0.3228833865814697
cnn,0.001617,primary,126,Phoneme,6,1,0.0311181434599156,0.009082370533455,0.0673786919831223,-0.0362605485232066
cnn,0.001617,primary,126,PickupGestureWiimoteZ,8,3,0.14,0.1049950049950049,0.1325,0.0075
cnn,0.001617,primary,126,Plane,7,2,0.3619047619047619,0.1979030144167758,0.2273809523809523,0.1345238095238096
cnn,0.001617,primary,126,ShakeGestureWiimoteZ,9,4,0.18,0.0977884860237801,0.185,-0.005
cnn,0.001617,primary,126,SonyAIBORobotSurface1,9,4,0.4292845257903494,0.3003492433061699,0.8217554076539102,-0.3924708818635607
cnn,0.001617,primary,126,SonyAIBORobotSurface2,10,5,0.832109129066107,0.8306981701900871,0.5422350472193075,0.2898740818467995
cnn,0.001617,primary,126,StarLightCurves,10,10,0.8929091792132103,0.8708090802039524,0.4043224866440019,0.4885866925692084
cnn,0.001617,primary,126,Trace,6,1,0.24,0.0967741935483871,0.2925,-0.0524999999999999
cnn,0.001617,primary,126,Wafer,10,10,0.9902660609993512,0.9748156525377194,0.8087280986372485,0.1815379623621026
cnn,0.001617,primary,147,AllGestureWiimoteX,10,9,0.3385714285714286,0.2842682964369726,0.1910714285714285,0.1475
cnn,0.001617,primary,147,AllGestureWiimoteY,10,10,0.4914285714285714,0.4542608569023351,0.1935714285714285,0.2978571428571429
cnn,0.001617,primary,147,AllGestureWiimoteZ,10,10,0.44,0.4020536093474774,0.21625,0.22375
cnn,0.001617,primary,147,Car,8,3,0.3,0.1783405172413793,0.25,0.0499999999999999
cnn,0.001617,primary,147,ChlorineConcentration,10,10,0.5057291666666667,0.5051212610228938,0.2523763020833333,0.2533528645833334
cnn,0.001617,primary,147,CinCECGTorso,10,8,0.2405797101449275,0.1544287178173434,0.2730978260869565,-0.0325181159420289
cnn,0.001617,primary,147,DodgerLoopDay,7,2,0.175,0.0666167233331412,0.1671875,0.0078125
cnn,0.001617,primary,147,DodgerLoopGame,8,3,0.6231884057971014,0.5886264618206833,0.5253623188405797,0.0978260869565217
cnn,0.001617,primary,147,DodgerLoopWeekend,10,10,0.8840579710144928,0.8612019109881821,0.2608695652173913,0.6231884057971016
cnn,0.001617,primary,147,Earthquakes,7,2,0.697841726618705,0.4529610194902549,0.6528776978417267,0.0449640287769783
cnn,0.001617,primary,147,FordA,10,7,0.9363636363636364,0.936349024110218,0.9327651515151516,0.0035984848484847
cnn,0.001617,primary,147,FordB,9,4,0.8234567901234567,0.8231265508684864,0.7816358024691358,0.0418209876543209
cnn,0.001617,primary,147,FreezerRegularTrain,7,2,0.7628070175438596,0.7625487079573421,0.5253070175438597,0.2374999999999999
cnn,0.001617,primary,147,FreezerSmallTrain,8,3,0.7287719298245614,0.7244482868214349,0.5527631578947368,0.1760087719298245
cnn,0.001617,primary,147,GesturePebbleZ1,6,1,0.25,0.1237043946932006,0.1962209302325581,0.0537790697674419
cnn,0.001617,primary,147,GesturePebbleZ2,6,1,0.2215189873417721,0.1366881991881992,0.2041139240506329,0.0174050632911392
cnn,0.001617,primary,147,InsectWingbeatSound,6,1,0.0914141414141414,0.0161771085322057,0.1378787878787878,-0.0464646464646463
